,carat,cut,clarity,depth,table,x,y,z,price,color
18640,0.72,5,3,61.9,54.0,5.76,5.8,3.58,1864,2
18641,0.41,5,4,61.1,56.0,4.8,4.83,2.94,863,5
18642,1.51,4,4,60.4,58.0,7.38,7.43,4.47,11480,4
18643,0.92,3,3,62.9,56.0,6.18,6.22,3.9,4676,7
18644,0.73,5,3,61.9,56.0,5.8,5.77,3.58,3189,7
18645,0.3,5,5,61.0,57.0,4.3,4.33,2.63,761,7
18646,0.3,5,7,62.2,56.0,4.28,4.3,2.67,814,5
18647,0.58,5,3,61.8,56.0,5.36,5.38,3.32,1421,3
18648,1.51,4,4,62.3,59.0,7.28,7.32,4.55,11435,3
18649,1.19,5,1,60.3,57.0,6.83,6.93,4.15,3794,3
18650,1.04,4,2,61.6,58.0,6.52,6.45,3.99,3914,6
18651,0.7,1,1,64.3,62.0,5.59,5.49,3.57,956,4
18652,0.72,5,3,60.5,56.0,5.79,5.84,3.52,3550,7
18653,0.52,5,6,61.8,56.0,5.16,5.19,3.2,2301,6
18654,0.7,4,4,58.2,60.0,5.84,5.78,3.38,2328,4
18655,2.01,4,3,62.3,61.0,7.96,7.89,5.02,16242,4
18656,0.32,4,6,62.1,59.0,4.35,4.38,2.71,561,1
18657,0.9,2,3,59.0,62.0,6.23,6.27,3.69,3577,3
18658,0.39,3,3,60.0,55.0,4.76,4.79,2.86,661,5
18659,0.3,4,5,59.4,60.0,4.38,4.34,2.59,848,7
18660,0.37,5,4,61.2,57.0,4.58,4.64,2.82,811,6
18661,1.57,3,3,62.4,58.0,7.39,7.49,4.64,12392,3
18662,1.0,4,3,60.2,59.0,6.5,6.39,3.88,4427,4
18663,2.01,3,3,63.4,57.0,7.97,7.89,5.03,11566,2
18664,1.52,4,3,59.8,58.0,7.55,7.51,4.5,12823,7
18665,0.34,5,3,60.4,57.0,4.51,4.53,2.73,626,7
18666,2.01,1,4,64.9,60.0,7.82,7.78,5.06,13744,2
18667,0.3,5,4,62.8,57.0,4.31,4.29,2.7,911,7
18668,0.73,5,3,60.2,56.0,5.86,5.94,3.55,2632,7
18669,0.9,3,2,59.5,63.0,6.26,6.31,3.74,3160,3
18670,0.51,5,5,61.7,55.0,5.14,5.17,3.18,1656,4
18671,0.43,4,3,61.2,60.0,4.84,4.8,2.95,993,7
18672,0.33,5,6,61.4,56.0,4.44,4.49,2.74,810,5
18673,0.79,5,4,63.0,58.0,5.85,5.89,3.7,2712,1
18674,0.41,5,3,61.6,56.0,4.79,4.82,2.96,639,1
18675,1.0,3,4,63.3,55.0,6.34,6.29,4.0,6382,5
18676,1.01,3,4,59.2,59.0,6.49,6.61,3.88,6257,5
18677,1.02,4,4,60.0,59.0,6.56,6.54,3.93,7311,6
18678,0.41,3,3,62.9,56.0,4.71,4.73,2.97,755,5
18679,2.01,1,4,66.1,53.0,7.82,7.92,5.2,15888,3
18680,1.32,5,7,61.0,56.0,7.09,7.07,4.32,8501,1
18681,0.63,3,5,61.5,56.0,5.53,5.49,3.39,1960,4
18682,1.36,4,2,60.1,56.0,7.23,7.18,4.38,5103,3
18683,0.5,2,5,61.4,61.0,5.03,5.04,3.09,1613,5
18684,0.43,3,3,63.1,58.0,4.79,4.75,3.01,903,4
18685,1.0,5,6,62.9,55.0,6.34,6.39,4.0,6607,3
18686,0.55,5,6,62.0,56.0,5.26,5.28,3.27,1981,4
18687,0.4,5,2,62.4,56.0,4.71,4.75,2.95,573,4
18688,0.32,5,7,61.7,56.0,4.4,4.42,2.72,926,5
18689,0.34,5,8,59.8,57.0,4.59,4.57,2.74,2346,7
18690,0.6,3,8,60.1,54.0,5.5,5.58,3.33,2988,5
18691,1.0,1,1,67.3,57.0,6.26,6.12,4.18,1954,4
18692,1.13,5,5,61.5,56.0,6.71,6.73,4.13,8051,4
18693,1.01,5,3,62.6,55.0,6.44,6.38,4.01,4965,3
18694,1.16,3,4,63.7,56.0,6.63,6.68,4.24,4323,2
18695,0.73,4,4,59.2,59.0,5.92,5.87,3.49,2770,4
18696,0.54,3,4,61.1,59.0,5.25,5.29,3.22,1583,7
18697,2.02,4,4,62.0,59.0,8.06,8.08,5.0,13687,2
18698,1.23,4,2,61.7,58.0,6.85,6.95,4.26,4876,5
18699,1.51,4,3,63.0,58.0,7.32,7.28,4.6,7441,2
18700,0.31,5,3,61.1,56.0,4.38,4.36,2.67,732,7
18701,1.66,3,3,63.0,57.0,7.45,7.5,4.71,8901,1
18702,0.87,5,2,61.4,54.0,6.15,6.2,3.79,4012,7
18703,1.01,3,2,63.5,61.0,6.37,6.33,4.03,4538,7
18704,0.3,4,4,62.5,59.0,4.28,4.23,2.66,608,3
18705,0.91,3,4,63.1,56.0,6.2,6.13,3.89,3567,3
18706,1.0,2,5,60.6,63.0,6.28,6.42,3.85,6822,6
18707,0.34,4,4,61.0,58.0,4.46,4.49,2.73,596,4
18708,0.52,3,3,61.0,59.0,5.18,5.21,3.17,1326,5
18709,1.01,4,5,62.7,58.0,6.6,6.54,3.94,8286,7
18710,0.3,2,5,63.2,58.0,4.22,4.26,2.68,491,3
18711,1.14,4,3,59.6,58.0,6.8,6.78,4.05,6033,5
18712,1.23,3,3,63.1,56.0,6.81,6.78,4.29,6665,4
18713,0.55,4,4,61.5,56.0,5.28,5.25,3.24,1881,6
18714,1.04,5,3,62.0,53.0,6.51,6.55,4.05,4469,2
18715,0.42,5,5,61.0,57.0,4.87,4.84,2.96,1103,5
18716,0.33,5,6,61.7,55.0,4.46,4.49,2.76,761,5
18717,0.43,3,7,60.3,58.0,4.86,4.93,2.95,1433,6
18718,1.11,5,3,62.3,56.0,6.59,6.64,4.12,4645,1
18719,0.3,5,3,61.6,57.0,4.28,4.32,2.65,572,3
18720,1.7,4,3,60.1,58.0,7.78,7.74,4.66,15804,6
18721,1.59,5,4,60.7,61.0,7.56,7.5,4.57,11437,3
18722,1.33,5,5,59.3,57.0,7.22,7.18,4.27,8714,3
18723,0.9,1,2,66.6,54.0,6.05,5.99,4.01,2536,2
18724,0.9,3,5,60.7,57.0,6.16,6.23,3.76,5242,5
18725,1.63,5,4,62.4,55.0,7.53,7.57,4.71,12155,3
18726,0.4,5,7,62.0,56.0,4.73,4.76,2.94,1043,4
18727,0.53,5,4,62.0,56.0,5.29,5.2,3.25,1956,6
18728,0.33,4,6,61.0,59.0,4.44,4.41,2.7,743,1
18729,0.71,3,4,61.4,56.0,5.73,5.79,3.53,2219,1
18730,1.23,3,7,61.2,55.8,6.9,6.94,4.23,11081,4
18731,1.23,4,5,61.6,58.0,6.9,6.84,4.23,5632,1
18732,0.31,4,5,61.7,61.0,4.34,4.31,2.67,698,3
18733,0.71,5,5,61.9,56.0,5.69,5.72,3.53,3710,5
18734,0.71,5,5,61.1,56.0,5.71,5.74,3.5,3199,5
18735,1.01,2,2,64.1,58.0,6.31,6.26,4.03,3411,1
18736,1.01,2,4,60.2,65.0,6.55,6.48,3.92,5050,4
18737,1.11,5,4,60.9,57.0,6.69,6.75,4.09,8233,5
18738,0.41,3,3,62.4,55.0,4.74,4.78,2.97,755,6
18739,0.48,4,5,60.7,61.0,5.04,5.01,3.05,1270,3
18740,1.27,5,4,62.6,57.0,6.92,6.88,4.32,6401,1
18741,0.74,5,6,61.3,57.0,5.82,5.85,3.57,3130,1
18742,0.53,5,4,61.9,54.0,5.21,5.23,3.23,1173,1
18743,0.52,5,4,60.4,57.0,5.22,5.17,3.14,1694,6
18744,0.9,1,3,65.1,56.0,6.08,6.05,3.95,3437,5
18745,2.03,4,2,58.1,59.0,8.36,8.31,4.86,10879,3
18746,0.52,5,3,61.8,54.0,5.16,5.19,3.2,1094,1
18747,0.58,3,3,59.9,58.0,5.35,5.4,3.22,1401,5
18748,1.62,4,2,61.2,61.0,7.6,7.53,4.63,9199,7
18749,0.9,2,3,61.3,60.0,6.13,6.18,3.77,3893,5
18750,0.31,5,3,62.4,53.0,4.35,4.33,2.71,732,7
18751,0.32,4,3,61.3,60.0,4.43,4.41,2.71,756,7
18752,0.34,5,4,61.6,55.0,4.48,4.54,2.78,687,7
18753,0.26,2,6,63.6,56.0,4.06,4.09,2.59,564,7
18754,1.21,3,6,59.3,58.0,7.01,7.05,4.17,9942,4
18755,0.7,3,7,60.9,60.0,5.68,5.71,3.47,2421,1
18756,0.33,5,4,61.3,57.0,4.45,4.49,2.74,598,4
18757,0.27,3,6,60.8,57.0,4.16,4.2,2.54,443,2
18758,0.81,5,2,61.4,57.0,6.0,5.97,3.68,2673,6
18759,2.14,3,4,62.8,57.0,8.27,8.16,5.16,14065,2
18760,1.0,5,5,62.4,55.0,6.4,6.43,4.0,7966,7
18761,1.8,4,2,61.8,59.0,7.9,7.8,4.85,8457,1
18762,0.5,4,3,63.0,58.0,5.08,5.04,3.19,1415,6
18763,0.58,5,3,60.9,57.0,5.38,5.33,3.26,1421,3
18764,0.43,5,7,61.4,55.0,4.86,4.91,3.0,1207,4
18765,1.1,5,2,60.4,55.0,6.77,6.73,4.08,4897,5
18766,0.5,5,2,60.7,56.0,5.16,5.19,3.14,1359,6
18767,2.4,3,2,60.6,58.5,8.59,8.67,5.24,17955,1
18768,0.56,5,5,61.8,56.0,5.33,5.28,3.28,2117,6
18769,0.3,4,4,61.0,60.0,4.33,4.29,2.63,911,7
18770,0.32,5,5,63.0,55.0,4.38,4.35,2.75,828,4
18771,0.77,5,4,61.3,56.0,5.87,5.9,3.61,3442,7
18772,1.07,5,7,60.9,56.0,6.6,6.67,4.04,8895,4
18773,0.77,2,2,58.6,64.0,6.01,5.93,3.5,2262,3
18774,0.5,2,3,64.5,58.0,4.97,4.99,3.21,1017,3
18775,1.0,4,2,62.7,58.0,6.33,6.31,3.96,4200,3
18776,0.97,5,5,61.3,57.0,6.37,6.41,3.92,4278,2
18777,0.32,4,4,60.6,58.0,4.47,4.44,2.7,648,3
18778,1.04,1,5,64.9,58.0,6.36,6.33,4.12,5633,4
18779,1.21,4,5,62.6,56.0,6.83,6.74,4.25,10706,7
18780,2.01,4,3,61.5,60.0,8.12,8.01,4.96,16499,1
18781,0.26,3,3,61.9,55.0,4.07,4.11,2.53,337,3
18782,0.41,5,4,61.8,57.0,4.73,4.78,2.94,863,5
18783,0.26,4,7,60.9,59.0,4.09,4.12,2.5,635,6
18784,0.7,5,6,61.5,56.0,5.7,5.78,3.53,4439,5
18785,0.39,4,7,60.4,59.0,4.72,4.75,2.86,1095,4
18786,0.96,4,2,61.3,60.0,6.45,6.25,3.9,2669,1
18787,1.09,3,7,61.4,58.0,6.6,6.65,4.07,10463,5
18788,0.42,5,7,61.4,56.0,4.83,4.81,2.96,1235,4
18789,1.24,5,2,61.4,56.0,6.98,6.92,4.27,5520,4
18790,0.9,4,5,61.8,56.0,6.18,6.16,3.81,4064,3
18791,0.31,5,5,62.0,53.0,4.34,4.37,2.7,562,3
18792,0.3,5,5,62.6,57.0,4.29,4.27,2.68,776,4
18793,1.07,3,8,59.4,59.0,6.64,6.7,3.96,11019,5
18794,0.59,3,4,60.1,57.0,5.44,5.48,3.28,1813,5
18795,0.42,5,7,61.3,56.0,4.82,4.83,2.96,1326,5
18796,0.38,5,2,61.2,57.0,4.71,4.67,2.87,812,6
18797,0.54,4,5,61.1,60.0,5.28,5.23,3.21,1760,4
18798,0.31,4,3,62.6,60.0,4.31,4.35,2.71,544,6
18799,1.0,4,4,60.2,62.0,6.46,6.43,3.88,4514,3
18800,0.5,3,6,63.0,57.0,5.01,5.05,3.17,2052,5
18801,1.01,5,3,61.2,58.0,6.42,6.49,3.95,4943,3
18802,1.24,4,2,59.9,60.0,7.02,7.0,4.2,5694,3
18803,1.0,3,2,63.3,58.0,6.35,6.32,4.01,4579,6
18804,0.26,5,6,61.3,57.0,4.12,4.15,2.53,733,6
18805,1.5,5,4,62.5,55.0,7.26,7.23,4.53,12787,4
18806,0.31,5,5,62.0,54.0,4.35,4.36,2.7,683,7
18807,0.32,5,7,61.7,55.0,4.42,4.39,2.72,1020,6
18808,1.13,4,3,62.1,58.0,6.7,6.66,4.15,5410,3
18809,0.26,4,6,59.8,61.0,4.18,4.15,2.49,565,3
18810,0.34,3,3,63.2,55.0,4.49,4.46,2.83,765,6
18811,0.41,3,7,63.3,55.0,4.7,4.74,2.99,1143,5
18812,0.32,5,2,62.5,57.0,4.35,4.38,2.73,421,4
18813,0.72,5,4,62.6,57.0,5.72,5.68,3.57,2724,5
18814,0.51,4,6,59.1,59.0,5.21,5.18,3.07,1974,4
18815,1.27,4,4,62.6,59.0,6.95,6.86,4.32,6116,1
18816,0.74,5,5,60.8,57.0,5.86,5.88,3.57,2557,1
18817,0.3,4,2,61.8,58.0,4.32,4.29,2.66,574,7
18818,1.11,4,3,61.3,58.0,6.61,6.66,4.07,5802,6
18819,0.8,3,3,63.3,58.0,5.93,5.89,3.74,2485,3
18820,1.16,5,6,60.5,58.0,6.77,6.85,4.12,10850,5
18821,0.3,3,5,59.8,59.0,4.3,4.43,2.61,704,5
18822,0.46,3,2,61.6,55.0,4.98,5.02,3.08,859,5
18823,1.2,2,3,64.0,61.0,6.67,6.61,4.25,7096,6
18824,0.93,5,4,61.5,57.0,6.3,6.26,3.86,4218,3
18825,1.01,4,2,62.5,60.0,6.39,6.42,4.0,4355,6
18826,1.52,3,4,60.9,56.0,7.38,7.44,4.51,13215,5
18827,0.31,2,3,63.4,55.0,4.31,4.33,2.74,544,6
18828,1.01,5,4,60.5,60.0,6.46,6.47,3.91,6806,6
18829,0.36,3,4,60.3,62.0,4.56,4.59,2.76,789,6
18830,0.33,3,5,62.9,59.0,4.35,4.4,2.75,579,3
18831,0.96,5,1,62.0,56.0,6.3,6.34,3.92,2363,1
18832,0.71,4,5,62.2,59.0,5.73,5.66,3.54,2825,4
18833,1.0,3,5,58.1,62.0,6.57,6.62,3.83,6098,5
18834,1.06,2,5,57.5,62.0,6.71,6.83,3.9,5293,1
18835,0.7,4,3,61.3,59.0,5.74,5.68,3.5,2423,5
18836,1.26,4,3,59.5,59.0,7.13,7.06,4.22,7903,7
18837,1.01,4,5,61.2,61.0,6.44,6.41,3.93,5294,3
18838,0.9,3,3,63.8,57.0,6.04,6.13,3.88,3752,4
18839,0.31,5,4,62.5,56.0,4.36,4.31,2.71,942,7
18840,1.01,5,2,61.5,55.0,6.45,6.49,3.98,4504,6
18841,0.71,5,2,59.5,57.0,5.87,5.82,3.48,2511,6
18842,0.51,2,6,62.0,60.5,5.05,5.08,3.15,1980,6
18843,0.3,3,5,61.9,59.0,4.26,4.3,2.65,658,5
18844,0.34,5,3,61.5,55.0,4.53,4.55,2.79,647,3
18845,0.9,3,4,62.8,52.0,6.19,6.23,3.9,3764,1
18846,0.3,5,3,61.9,57.0,4.31,4.35,2.68,475,5
18847,1.01,4,2,61.0,62.0,6.43,6.39,3.91,4939,7
18848,1.6,5,2,62.1,56.0,7.43,7.51,4.64,9275,3
18849,0.36,5,4,61.2,56.0,4.59,4.63,2.82,789,6
18850,0.5,4,5,61.8,60.0,5.06,5.1,3.14,1710,5
18851,0.3,3,5,58.8,61.0,4.38,4.43,2.59,473,1
18852,1.14,5,1,61.7,57.0,6.7,6.67,4.13,3824,5
18853,0.32,5,2,59.5,57.0,4.5,4.47,2.67,612,7
18854,1.36,5,6,61.1,57.0,7.2,7.14,4.38,11956,4
18855,0.56,5,5,61.0,57.0,5.32,5.34,3.25,1978,6
18856,1.06,5,5,60.7,56.0,6.6,6.64,4.02,7594,4
18857,0.33,5,3,62.0,54.0,4.43,4.41,2.74,743,6
18858,0.72,5,7,62.2,57.0,5.72,5.75,3.57,3502,4
18859,0.81,4,4,62.0,58.0,5.95,5.92,3.68,2994,4
18860,0.54,5,3,60.8,57.0,5.31,5.25,3.21,1786,7
18861,0.9,4,3,61.0,60.0,6.17,6.12,3.75,3879,4
18862,1.0,3,2,62.9,60.0,6.31,6.36,3.95,4142,4
18863,0.72,4,7,61.4,61.0,5.77,5.7,3.52,2203,2
18864,0.58,3,4,61.2,55.8,5.39,5.41,3.3,1633,3
18865,0.79,4,2,61.0,58.0,5.96,5.9,3.62,2868,6
18866,1.07,4,3,62.1,58.0,6.56,6.49,4.05,5055,3
18867,0.65,2,5,61.7,60.3,5.53,5.57,3.42,2406,5
18868,0.32,5,4,61.7,55.0,4.39,4.42,2.72,1066,7
18869,0.38,3,6,59.1,59.9,4.71,4.75,2.79,1225,7
18870,0.44,5,6,61.8,56.0,4.94,4.9,3.04,1155,4
18871,1.27,5,5,61.2,57.0,6.97,6.98,4.27,11206,4
18872,0.35,4,4,59.7,58.0,4.57,4.61,2.74,829,7
18873,1.11,3,2,62.0,58.0,6.61,6.68,4.12,4769,6
18874,0.33,5,8,61.2,56.0,4.47,4.49,2.74,1240,5
18875,0.75,4,5,61.6,57.0,5.88,5.84,3.61,1998,2
18876,0.76,5,4,61.6,55.0,5.88,5.9,3.63,2725,5
18877,1.0,3,6,61.7,58.0,6.37,6.41,3.94,10113,7
18878,0.36,3,5,61.2,57.0,4.71,4.74,2.79,832,7
18879,0.7,2,3,64.2,58.0,5.59,5.62,3.6,1771,3
18880,0.3,4,7,61.3,58.0,4.33,4.29,2.64,945,4
18881,0.92,4,2,62.1,60.0,6.21,6.26,3.87,3083,5
18882,0.51,4,5,61.7,58.0,5.11,5.07,3.14,1971,5
18883,1.35,5,4,61.3,57.0,7.09,7.13,4.36,10602,7
18884,0.9,3,4,62.9,57.0,6.16,6.18,3.88,4580,6
18885,1.19,4,2,58.6,61.0,6.93,6.89,4.05,4168,7
18886,0.9,4,3,62.0,62.0,6.13,6.03,3.77,3679,3
18887,0.71,3,4,63.3,59.0,5.62,5.66,3.57,2922,6
18888,0.31,5,5,62.5,57.0,4.34,4.37,2.72,625,4
18889,1.51,2,2,62.1,60.0,7.25,7.3,4.52,9069,7
18890,2.0,1,2,59.9,61.0,8.16,8.04,4.86,15540,6
18891,0.39,5,2,61.5,57.0,4.66,4.7,2.88,558,3
18892,0.71,3,3,63.3,60.0,5.61,5.54,3.53,2198,5
18893,1.69,4,4,59.8,60.0,7.79,7.74,4.64,14242,5
18894,0.7,2,2,60.7,61.0,5.69,5.71,3.46,2405,6
18895,0.43,4,3,60.4,58.0,4.9,4.87,2.95,968,4
18896,0.53,5,7,61.6,54.0,5.2,5.25,3.22,1743,3
18897,0.5,3,4,63.3,54.0,5.07,5.04,3.2,1758,7
18898,1.01,3,4,63.2,57.0,6.38,6.35,4.02,6787,6
18899,0.3,4,3,62.1,58.0,4.28,4.25,2.65,709,7
18900,0.3,5,7,62.0,55.0,4.31,4.34,2.68,789,4
18901,0.71,5,2,61.1,57.0,5.77,5.79,3.53,2612,7
18902,0.94,4,3,61.9,57.0,6.29,6.24,3.88,4106,4
18903,0.56,2,4,61.4,62.0,5.34,5.28,3.26,1736,6
18904,0.73,3,1,62.5,58.0,5.74,5.82,3.61,1298,4
18905,1.0,4,2,60.2,61.0,6.48,6.44,3.89,3920,3
18906,0.52,5,4,61.8,56.0,5.19,5.16,3.2,1573,3
18907,0.72,1,4,55.4,64.0,6.06,5.97,3.34,2724,5
18908,1.27,2,2,66.0,59.0,6.71,6.75,4.44,4542,2
18909,0.5,5,4,62.1,54.0,5.13,5.11,3.18,1746,6
18910,0.58,5,4,61.5,57.0,5.34,5.39,3.3,1657,5
18911,0.39,5,4,61.4,56.0,4.71,4.73,2.9,1197,7
18912,1.01,5,6,61.7,57.0,6.43,6.47,3.98,10761,7
18913,0.4,3,5,63.4,54.0,4.68,4.72,2.98,909,5
18914,0.59,5,3,62.3,54.0,5.37,5.41,3.36,1424,5
18915,0.5,4,4,60.2,60.0,5.21,5.15,3.12,1415,4
18916,0.51,5,5,61.7,55.0,5.14,5.17,3.18,2085,5
18917,1.27,4,6,61.0,58.0,7.01,6.96,4.26,10389,4
18918,1.12,4,6,59.8,58.0,6.87,6.77,4.08,12152,7
18919,1.02,3,2,63.1,60.0,6.41,6.34,4.02,4370,4
18920,1.07,3,3,62.6,58.0,6.49,6.57,4.09,4451,1
18921,0.33,5,2,62.4,56.0,4.44,4.41,2.76,631,7
18922,0.43,5,6,61.4,55.0,4.88,4.83,2.98,1129,4
18923,0.63,4,5,60.4,58.0,5.59,5.64,3.39,2171,6
18924,1.01,3,3,63.3,57.0,6.41,6.36,4.04,4707,3
18925,0.31,5,4,62.2,54.0,4.34,4.38,2.71,562,4
18926,1.04,5,3,61.9,57.0,6.51,6.54,4.04,6112,7
18927,0.31,3,6,62.9,58.0,4.27,4.31,2.7,707,4
18928,0.54,5,3,61.7,55.0,5.23,5.27,3.24,1650,7
18929,0.31,3,4,58.3,61.0,4.44,4.48,2.6,583,5
18930,0.4,3,8,61.0,59.0,4.75,4.79,2.91,1154,4
18931,1.27,5,6,62.4,53.3,6.94,6.95,4.33,10342,4
18932,1.21,2,4,63.7,59.0,6.59,6.67,4.22,6906,4
18933,1.6,3,7,59.8,56.0,7.6,7.68,4.57,11170,1
18934,1.5,4,3,61.8,60.0,7.31,7.23,4.49,10567,3
18935,0.4,5,7,60.7,56.0,4.79,4.77,2.9,1323,5
18936,0.42,4,3,62.7,55.0,4.83,4.8,3.02,992,5
18937,1.19,5,5,61.1,57.0,6.84,6.87,4.19,10079,7
18938,0.32,5,7,61.5,56.0,4.41,4.43,2.72,867,5
18939,1.52,5,5,62.6,57.0,7.5,7.48,4.47,13903,4
18940,1.17,5,7,61.9,56.0,6.73,6.78,4.18,9799,4
18941,1.04,5,3,62.0,57.0,6.47,6.5,4.02,4530,6
18942,0.42,3,2,58.8,60.0,4.86,4.9,2.87,653,6
18943,0.4,4,4,62.2,59.0,4.71,4.74,2.94,912,6
18944,0.35,4,4,61.6,58.0,4.57,4.52,2.8,984,6
18945,1.18,2,2,63.6,57.0,6.74,6.72,4.28,4071,6
18946,0.34,5,7,61.4,55.0,4.53,4.56,2.79,906,5
18947,0.4,4,5,62.6,58.0,4.68,4.71,2.94,807,3
18948,0.63,3,3,62.8,57.0,5.46,5.49,3.44,1939,7
18949,0.3,3,3,63.2,57.0,4.3,4.25,2.7,675,6
18950,2.01,5,2,61.7,57.0,8.13,8.1,5.01,18259,4
18951,0.31,3,3,63.4,55.0,4.29,4.26,2.71,651,6
18952,0.31,2,3,63.3,57.0,4.3,4.33,2.73,431,4
18953,0.39,3,6,62.9,58.0,4.62,4.66,2.92,1232,7
18954,1.23,4,2,62.1,61.0,6.86,6.79,4.24,5648,3
18955,0.8,5,3,59.4,58.0,6.07,6.09,3.61,2927,1
18956,0.31,5,4,61.5,55.0,4.37,4.41,2.7,680,6
18957,0.32,3,7,60.6,56.0,4.44,4.47,2.7,772,4
18958,0.29,5,6,62.0,55.0,4.25,4.27,2.64,669,6
18959,0.52,5,5,62.5,58.0,5.14,5.17,3.22,1582,3
18960,1.38,4,5,62.4,58.0,7.14,7.09,4.44,10850,4
18961,0.53,5,5,61.2,56.0,5.22,5.24,3.2,1830,5
18962,0.77,3,5,62.3,58.0,5.82,5.87,3.65,3643,7
18963,2.05,4,5,62.5,60.0,8.14,8.09,5.07,15109,2
18964,1.11,3,2,62.8,55.0,6.6,6.62,4.15,4914,6
18965,0.42,4,4,61.9,58.0,4.76,4.8,2.96,884,5
18966,0.3,3,3,63.4,58.0,4.24,4.21,2.68,540,3
18967,1.5,4,1,60.4,55.0,7.4,7.32,4.45,4140,4
18968,0.32,3,7,62.7,60.0,4.32,4.35,2.72,926,5
18969,0.31,4,3,59.2,60.0,4.36,4.42,2.6,544,6
18970,0.7,3,3,61.4,57.0,5.72,5.75,3.52,2028,1
18971,1.03,4,2,61.0,60.0,6.53,6.46,3.96,4522,6
18972,1.09,3,4,61.4,54.0,6.66,6.7,4.1,6990,5
18973,0.28,4,7,59.9,62.0,4.28,4.23,2.55,646,3
18974,1.01,3,3,62.7,58.0,6.34,6.38,3.99,4821,7
18975,0.35,4,3,61.5,58.0,4.53,4.55,2.79,601,7
18976,1.51,2,1,63.6,60.0,7.3,7.26,4.63,5647,6
18977,1.2,4,3,62.7,58.0,6.71,6.66,4.19,6451,4
18978,1.0,1,2,68.3,54.0,6.21,6.12,4.2,3142,4
18979,1.51,5,3,61.6,57.0,7.34,7.31,4.52,11917,4
18980,0.43,5,6,62.2,55.0,4.85,4.83,3.01,1250,5
18981,0.36,5,7,61.7,56.0,4.59,4.62,2.84,824,1
18982,1.0,3,5,60.8,59.0,6.39,6.44,3.9,5557,1
18983,0.73,4,4,61.0,58.0,5.76,5.84,3.54,2496,3
18984,0.77,3,4,61.3,60.0,5.81,5.91,3.59,2896,4
18985,0.71,4,5,61.8,59.0,5.73,5.69,3.53,2790,5
18986,0.7,5,3,61.1,55.0,5.7,5.73,3.53,2965,4
18987,0.56,4,4,62.5,57.0,5.28,5.25,3.29,1698,4
18988,0.36,5,4,61.8,55.0,4.58,4.61,2.84,800,7
18989,0.54,5,3,61.5,55.0,5.23,5.28,3.23,1260,5
18990,0.9,2,3,64.2,60.0,6.05,6.02,3.87,2974,3
18991,1.02,3,4,63.3,57.0,6.37,6.43,4.05,6582,6
18992,0.51,3,6,60.3,55.0,5.22,5.26,3.16,2633,5
18993,1.54,4,4,61.6,59.0,7.46,7.4,4.58,12308,4
18994,0.54,4,3,61.1,60.0,5.24,5.2,3.19,1340,4
18995,0.74,5,5,62.3,57.0,5.79,5.77,3.6,3170,5
18996,0.36,5,5,62.1,57.0,4.54,4.58,2.83,568,1
18997,0.33,3,6,60.9,57.0,4.43,4.5,2.72,752,4
18998,1.02,1,4,64.6,61.0,6.32,6.24,4.06,4462,3
18999,0.93,5,3,62.2,55.0,6.24,6.27,3.89,4374,6
19000,0.51,5,8,59.6,59.0,5.2,5.24,3.11,2063,3
19001,0.83,5,3,62.1,57.0,6.0,6.02,3.73,3010,5
19002,0.25,3,6,63.0,55.0,4.0,4.03,2.53,575,6
19003,0.55,5,3,60.6,56.0,5.32,5.27,3.21,1819,7
19004,1.29,5,2,62.8,57.0,6.94,6.88,4.34,6473,6
19005,0.53,3,8,59.8,60.0,5.28,5.35,3.18,2542,6
19006,0.5,3,4,62.9,60.0,5.07,5.1,3.2,1559,6
19007,0.78,5,2,60.7,54.0,5.89,5.85,3.63,2012,3
19008,0.56,5,4,62.0,56.0,5.3,5.28,3.28,1698,4
19009,1.5,3,2,63.2,58.0,7.25,7.19,4.56,7098,4
19010,1.27,5,2,62.6,57.0,6.85,6.88,4.3,4693,2
19011,0.53,4,3,60.9,59.0,5.21,5.23,3.18,1428,5
19012,0.51,5,4,61.9,54.0,5.14,5.17,3.19,1660,7
19013,2.51,5,2,58.4,62.0,8.87,8.79,5.15,18037,1
19014,0.47,5,6,62.0,55.0,4.97,5.0,3.09,1883,6
19015,0.51,4,5,60.3,57.0,5.22,5.2,3.14,1799,5
19016,0.24,3,7,60.4,62.0,3.99,4.02,2.42,485,6
19017,0.52,5,3,62.2,54.0,5.19,5.23,3.24,1223,5
19018,0.59,5,3,61.0,57.0,5.43,5.46,3.32,1816,7
19019,0.52,5,4,61.2,56.0,5.23,5.16,3.18,1815,6
19020,1.5,3,2,63.5,59.0,7.28,7.25,4.61,9450,6
19021,0.54,3,3,60.0,59.8,5.3,5.34,3.18,1593,7
19022,1.0,3,3,58.6,63.0,6.56,6.58,3.85,4218,4
19023,1.59,5,3,62.4,58.0,7.43,7.48,4.65,9209,1
19024,1.0,4,2,60.7,58.0,6.45,6.38,3.9,3763,6
19025,0.4,3,4,59.8,57.0,4.67,4.69,2.95,888,6
19026,0.31,4,7,62.7,58.0,4.3,4.31,2.7,882,7
19027,1.0,2,6,63.7,57.0,6.34,6.31,4.03,3265,2
19028,0.31,5,4,61.6,55.0,4.37,4.4,2.7,452,1
19029,1.2,4,2,62.3,58.0,6.81,6.76,4.23,5376,3
19030,1.07,5,2,61.7,57.0,6.55,6.59,4.05,4421,4
